2210,"Papel Especial",,0
2211,"Papel para Embalagem",,0
2219,"Sacos Plásticos e de Papel",,0
2227,"Combustíveis - Distr",,0
2229,"Lojas de Conveniência",,0
2230,"Lojas de Conveniência 24h",,0
2231,"Lubrificação - Sistemas e Máquinas",,0
2234,"Petróleo e Derivados",,0
2249,"Pesque - Pague",,0
2252,"Previdência Privada",,0
2263,"Incêndio - Equip Contra",,0
2269,"Protetores Contra Descarga Elétrica",,0
2270,"Raios X - Ap e Art",,0
2272,"Raios X - Operação; Manutenção e Conserto",,0
2273,"Raios X - Proteção Radiológica",,0
2274,Ultra-Violeta,,0
2281,"Navios - Reboque",,0
2306,"Ladrilhos e Mosaicos",,0
2308,"Mármore e Granito - Polimento",,0
2309,Marmorite,,0
2318,"Pisos Elevados",,0
2319,"Pisos Industriais",,0
2342,Carrinhos,,0
2343,Engrenagens,,0
2346,"Mangueiras Industriais",,0
2351,"Plataformas para Deficientes",,0
2355,"Rodas e Rodízios",,0
2356,"Transportes para Deficientes Físicos",,0
2361,"Consultoria Pessoal",,0
2363,"Identificação - Sistemas",,0
2367,"Vale -Transporte - Administração e Convênios",,0
2369,Eletrodos,,0
2371,"Fundições - Art e Equip",,0
2378,"Aparelhos Elétricos e Eletrônicos",,0
2388,"Estética - Ap",,0
2390,"Fitas Magnéticas para Som e Vídeo",,0
2400,"Som - Estúdios",,0
2406,Sorveterias,,0
2408,"Sorvetes - Atac e Fab",,0
2413,Aeroportos,,0
2421,"Camping - Clubes",,0
2426,Diversões,,0
2427,"Ecologia - Empresas",,0
2428,Ecoturismo,,0
2429,"Esportes Radicais",,0
2431,Haras,,0
2435,"Lanchas - Aluguel",,0
2436,Museus,,0
2443,Rodoviárias,,0
2445,"Transporte Internacional",,0
2453,Barcos,,0
2455,Helicópteros,,0
2461,"Transporte Fluvial e Marítimo",,0
2469,"Engenheiros Navais",,0
2470,Estaleiros,,0
2472,"Manutenção Naval",,0
2473,Marina,,0
2474,"Motores Marítimos e de Popa",,0
2477,"Navios - Corretores",,0
2478,"Navios - Fornecedores",,0
2479,Portos,,0
2490,"Bilhar e Sinuca - Art e Equip",,0
2494,"Cães de Guarda - Aluguel",,0
2510,"Livros - Locadoras",,0
2514,"Quadras Esportivas - Aluguel",,0
2521,"Televisão - Ap - Aluguel",,0
2527,"Videocassete e DVD - Aparelhos - Aluguel",,0
2534,"Transporte Escolar",,0
2542,Cabinas,,0
2546,Garrafas,,0
2547,"Molduras - Atac e Fab",,0
2556,Vitrais,,0
2594,"Açougues e Frigoríficos",,0
2595,"Supermercados - Art e Equip",,0
2608,"Brigadas de Incêndio",,0
